ID,Positively charged,Polarity,Non polarity,Cyclic,Aromaticity,Basicity,Hydrophobicity,Hydrophilicity,Small
Seq_19088,0.059,0.176,0.588,0.0,0.059,0.059,0.471,0.059,0.529
Seq_19089,0.059,0.235,0.588,0.0,0.059,0.059,0.529,0.059,0.588
Seq_19090,0.0,0.235,0.647,0.0,0.118,0.0,0.588,0.0,0.588
Seq_19091,0.059,0.235,0.588,0.0,0.118,0.059,0.529,0.059,0.529
Seq_19092,0.059,0.235,0.588,0.0,0.118,0.059,0.529,0.059,0.588
Seq_19093,0.059,0.176,0.647,0.0,0.118,0.059,0.588,0.059,0.529
Seq_19094,0.059,0.235,0.588,0.0,0.118,0.059,0.588,0.059,0.588
Seq_19095,0.059,0.235,0.588,0.0,0.118,0.059,0.588,0.059,0.647
Seq_19096,0.118,0.235,0.529,0.0,0.118,0.118,0.588,0.118,0.588
Seq_19097,0.118,0.235,0.529,0.0,0.118,0.118,0.647,0.118,0.529
Seq_19098,0.118,0.235,0.529,0.0,0.118,0.118,0.647,0.118,0.471
Seq_19099,0.176,0.235,0.471,0.0,0.118,0.176,0.588,0.176,0.412
Seq_19100,0.235,0.235,0.471,0.0,0.118,0.235,0.588,0.235,0.412
Seq_19101,0.235,0.235,0.471,0.0,0.118,0.235,0.588,0.235,0.412
Seq_19102,0.235,0.235,0.471,0.0,0.118,0.235,0.588,0.235,0.353
Seq_19103,0.235,0.235,0.412,0.0,0.059,0.235,0.529,0.235,0.412
Seq_19104,0.294,0.235,0.353,0.0,0.059,0.294,0.471,0.294,0.412
Seq_19105,0.294,0.176,0.412,0.0,0.059,0.294,0.529,0.294,0.353
Seq_19106,0.294,0.118,0.471,0.0,0.059,0.294,0.471,0.294,0.353
Seq_19107,0.294,0.118,0.471,0.0,0.0,0.294,0.471,0.294,0.353
Seq_19108,0.235,0.118,0.471,0.0,0.0,0.235,0.471,0.294,0.412
Seq_19109,0.294,0.059,0.471,0.0,0.0,0.294,0.471,0.353,0.353
Seq_19110,0.294,0.059,0.412,0.0,0.0,0.294,0.412,0.412,0.412
Seq_19111,0.294,0.0,0.471,0.0,0.059,0.294,0.412,0.412,0.353
Seq_19112,0.294,0.059,0.412,0.0,0.059,0.294,0.353,0.412,0.353
Seq_19113,0.235,0.059,0.471,0.0,0.059,0.235,0.412,0.353,0.353
Seq_19114,0.235,0.059,0.471,0.0,0.059,0.235,0.412,0.353,0.353
Seq_19115,0.235,0.059,0.412,0.0,0.059,0.235,0.353,0.353,0.412
Seq_19116,0.176,0.059,0.471,0.059,0.059,0.176,0.412,0.353,0.471
Seq_19117,0.118,0.118,0.471,0.059,0.059,0.118,0.471,0.294,0.529
Seq_19118,0.118,0.118,0.471,0.059,0.059,0.118,0.471,0.294,0.529
Seq_19119,0.118,0.176,0.412,0.059,0.059,0.118,0.412,0.294,0.529
Seq_19120,0.118,0.176,0.471,0.059,0.059,0.118,0.471,0.294,0.471
Seq_19121,0.059,0.235,0.471,0.059,0.059,0.059,0.471,0.235,0.529
Seq_19122,0.059,0.235,0.471,0.059,0.059,0.059,0.471,0.235,0.588
Seq_19123,0.059,0.235,0.471,0.059,0.059,0.059,0.529,0.235,0.529
Seq_19124,0.118,0.235,0.412,0.059,0.059,0.118,0.471,0.294,0.529
Seq_19125,0.118,0.294,0.412,0.059,0.059,0.118,0.529,0.235,0.529
Seq_19126,0.059,0.294,0.471,0.059,0.059,0.059,0.588,0.176,0.529
Seq_19127,0.059,0.294,0.529,0.059,0.059,0.059,0.647,0.118,0.471
Seq_19128,0.118,0.294,0.471,0.059,0.0,0.118,0.588,0.176,0.471
Seq_19129,0.118,0.235,0.471,0.059,0.0,0.118,0.588,0.176,0.412
Seq_19130,0.176,0.235,0.412,0.059,0.0,0.176,0.529,0.235,0.412
Seq_19131,0.176,0.235,0.353,0.059,0.0,0.176,0.471,0.294,0.471
Seq_19132,0.176,0.235,0.412,0.059,0.0,0.176,0.529,0.294,0.412
Seq_19133,0.176,0.235,0.353,0.0,0.0,0.176,0.471,0.235,0.412
Seq_19134,0.176,0.176,0.412,0.059,0.0,0.176,0.471,0.294,0.412
Seq_19135,0.235,0.176,0.412,0.059,0.0,0.235,0.471,0.353,0.353
Seq_19136,0.294,0.118,0.412,0.059,0.0,0.294,0.471,0.412,0.353
Seq_19137,0.294,0.118,0.412,0.059,0.059,0.294,0.471,0.412,0.353
Seq_19138,0.294,0.059,0.412,0.059,0.059,0.294,0.471,0.412,0.294
Seq_19139,0.294,0.059,0.412,0.118,0.059,0.294,0.471,0.471,0.294
Seq_19140,0.353,0.059,0.353,0.118,0.059,0.353,0.412,0.529,0.294
Seq_19141,0.294,0.118,0.353,0.118,0.059,0.294,0.471,0.471,0.353
Seq_19142,0.294,0.059,0.412,0.118,0.059,0.294,0.471,0.471,0.294
Seq_19143,0.294,0.059,0.412,0.118,0.059,0.294,0.471,0.471,0.294
Seq_19144,0.294,0.059,0.412,0.118,0.059,0.294,0.412,0.471,0.353
Seq_19145,0.235,0.118,0.412,0.118,0.059,0.235,0.471,0.412,0.412
Seq_19146,0.235,0.118,0.471,0.118,0.059,0.235,0.529,0.412,0.412
Seq_19147,0.176,0.176,0.471,0.118,0.059,0.176,0.529,0.353,0.471
Seq_19148,0.176,0.176,0.529,0.118,0.059,0.176,0.588,0.294,0.471
Seq_19149,0.176,0.176,0.529,0.118,0.059,0.176,0.588,0.294,0.529
Seq_19150,0.235,0.176,0.529,0.118,0.059,0.235,0.588,0.353,0.471
Seq_19151,0.235,0.176,0.471,0.059,0.059,0.235,0.529,0.353,0.471
Seq_19152,0.176,0.176,0.471,0.059,0.059,0.176,0.529,0.294,0.471
Seq_19153,0.118,0.176,0.529,0.059,0.059,0.118,0.588,0.235,0.471
Seq_19154,0.118,0.176,0.529,0.059,0.0,0.118,0.588,0.235,0.471
Seq_19155,0.118,0.176,0.588,0.118,0.0,0.118,0.647,0.294,0.529
Seq_19156,0.118,0.176,0.588,0.118,0.0,0.118,0.647,0.294,0.529
Seq_19157,0.059,0.176,0.588,0.118,0.0,0.059,0.647,0.235,0.529
Seq_19158,0.059,0.176,0.588,0.118,0.0,0.059,0.588,0.235,0.471
Seq_19159,0.059,0.176,0.588,0.118,0.059,0.059,0.588,0.235,0.471
Seq_19160,0.059,0.176,0.588,0.118,0.059,0.059,0.588,0.235,0.529
Seq_19161,0.118,0.176,0.529,0.118,0.059,0.118,0.588,0.294,0.471
Seq_19162,0.176,0.118,0.529,0.118,0.059,0.176,0.529,0.353,0.412
Seq_19163,0.176,0.118,0.529,0.118,0.059,0.176,0.529,0.353,0.471
Seq_19164,0.176,0.118,0.529,0.118,0.059,0.176,0.529,0.353,0.471
Seq_19165,0.176,0.176,0.471,0.118,0.059,0.176,0.529,0.353,0.471
Seq_19166,0.176,0.235,0.412,0.118,0.118,0.176,0.471,0.353,0.412
Seq_19167,0.118,0.294,0.412,0.118,0.176,0.118,0.471,0.294,0.412
Seq_19168,0.118,0.294,0.412,0.118,0.176,0.118,0.471,0.235,0.353
Seq_19169,0.176,0.294,0.412,0.118,0.176,0.176,0.471,0.294,0.353
Seq_19170,0.176,0.294,0.412,0.118,0.176,0.176,0.471,0.294,0.412
Seq_19171,0.176,0.294,0.412,0.118,0.176,0.176,0.471,0.294,0.471
Seq_19172,0.176,0.353,0.353,0.059,0.176,0.176,0.412,0.235,0.471
Seq_19173,0.176,0.353,0.294,0.0,0.176,0.176,0.353,0.176,0.471
Seq_19174,0.176,0.353,0.353,0.0,0.176,0.176,0.412,0.176,0.529
Seq_19175,0.176,0.353,0.353,0.0,0.235,0.176,0.412,0.176,0.529
Seq_19176,0.176,0.412,0.294,0.0,0.176,0.176,0.353,0.176,0.529
Seq_19177,0.176,0.412,0.235,0.0,0.176,0.176,0.294,0.176,0.471
Seq_19178,0.118,0.471,0.235,0.0,0.235,0.118,0.294,0.118,0.471
Seq_19179,0.059,0.529,0.235,0.0,0.235,0.059,0.294,0.059,0.471
Seq_19180,0.059,0.588,0.176,0.0,0.235,0.059,0.235,0.059,0.412
Seq_19181,0.118,0.529,0.176,0.0,0.235,0.118,0.235,0.118,0.353
Seq_19182,0.118,0.471,0.235,0.0,0.235,0.118,0.235,0.118,0.294
Seq_19183,0.118,0.412,0.294,0.0,0.176,0.118,0.294,0.118,0.294
Seq_19184,0.176,0.353,0.294,0.0,0.118,0.176,0.294,0.176,0.294
Seq_19185,0.176,0.353,0.294,0.0,0.118,0.176,0.294,0.235,0.353
Seq_19186,0.176,0.353,0.294,0.0,0.118,0.176,0.294,0.235,0.353
Seq_19187,0.176,0.412,0.235,0.0,0.118,0.176,0.235,0.235,0.353
Seq_19188,0.176,0.412,0.235,0.0,0.118,0.176,0.235,0.235,0.294
Seq_19189,0.176,0.353,0.235,0.0,0.118,0.176,0.235,0.235,0.294
Seq_19190,0.176,0.353,0.294,0.0,0.176,0.176,0.294,0.235,0.235
Seq_19191,0.176,0.353,0.235,0.0,0.176,0.176,0.235,0.235,0.235
Seq_19192,0.176,0.294,0.235,0.0,0.118,0.176,0.235,0.235,0.294
Seq_19193,0.176,0.235,0.294,0.0,0.118,0.176,0.294,0.235,0.294
Seq_19194,0.176,0.235,0.353,0.0,0.118,0.176,0.353,0.235,0.294
Seq_19195,0.176,0.176,0.412,0.0,0.059,0.176,0.412,0.235,0.294
Seq_19196,0.176,0.176,0.412,0.0,0.059,0.176,0.471,0.235,0.353
Seq_19197,0.176,0.176,0.412,0.0,0.059,0.176,0.529,0.235,0.412
Seq_19198,0.118,0.176,0.471,0.0,0.059,0.118,0.588,0.176,0.412
Seq_19199,0.118,0.235,0.412,0.0,0.059,0.118,0.529,0.176,0.412
Seq_19200,0.118,0.235,0.412,0.0,0.059,0.118,0.529,0.176,0.412
Seq_19201,0.059,0.235,0.471,0.0,0.118,0.059,0.588,0.118,0.412
Seq_19202,0.059,0.235,0.471,0.0,0.118,0.059,0.588,0.059,0.412
Seq_19203,0.059,0.235,0.471,0.0,0.118,0.059,0.588,0.059,0.412
Seq_19204,0.059,0.176,0.529,0.0,0.118,0.059,0.647,0.059,0.412
Seq_19205,0.059,0.176,0.529,0.059,0.118,0.059,0.647,0.118,0.471
Seq_19206,0.059,0.176,0.529,0.059,0.118,0.059,0.647,0.118,0.471
Seq_19207,0.059,0.176,0.529,0.059,0.059,0.059,0.647,0.118,0.529
Seq_19208,0.059,0.176,0.588,0.059,0.059,0.059,0.706,0.118,0.471
Seq_19209,0.118,0.176,0.588,0.059,0.059,0.118,0.706,0.176,0.412
Seq_19210,0.118,0.235,0.529,0.059,0.118,0.118,0.647,0.176,0.412
Seq_19211,0.118,0.294,0.471,0.059,0.176,0.118,0.588,0.176,0.412
Seq_19212,0.118,0.353,0.412,0.059,0.176,0.118,0.529,0.176,0.412
Seq_19213,0.118,0.353,0.412,0.059,0.235,0.118,0.471,0.176,0.353
Seq_19214,0.176,0.294,0.412,0.059,0.235,0.176,0.412,0.235,0.294
Seq_19215,0.176,0.294,0.412,0.059,0.294,0.176,0.412,0.235,0.294
Seq_19216,0.176,0.294,0.412,0.059,0.294,0.176,0.412,0.235,0.294
Seq_19217,0.176,0.353,0.353,0.059,0.353,0.176,0.353,0.235,0.294
Seq_19218,0.176,0.353,0.353,0.059,0.294,0.176,0.353,0.235,0.294
Seq_19219,0.235,0.353,0.353,0.059,0.294,0.235,0.353,0.294,0.235
Seq_19220,0.176,0.353,0.412,0.059,0.294,0.176,0.412,0.235,0.235
Seq_19221,0.176,0.353,0.353,0.059,0.294,0.176,0.353,0.235,0.235
Seq_19222,0.176,0.353,0.294,0.0,0.294,0.176,0.294,0.176,0.176
Seq_19223,0.176,0.412,0.294,0.0,0.353,0.176,0.294,0.176,0.118
Seq_19224,0.176,0.471,0.235,0.0,0.353,0.176,0.235,0.176,0.059
Seq_19225,0.176,0.471,0.176,0.0,0.353,0.176,0.176,0.176,0.118
Seq_19226,0.118,0.529,0.176,0.0,0.353,0.118,0.235,0.118,0.176
Seq_19227,0.118,0.471,0.176,0.0,0.294,0.118,0.235,0.176,0.235
Seq_19228,0.176,0.412,0.176,0.0,0.235,0.176,0.235,0.235,0.235
Seq_19229,0.176,0.353,0.235,0.0,0.235,0.176,0.294,0.235,0.294
Seq_19230,0.176,0.353,0.235,0.0,0.176,0.176,0.294,0.235,0.294
Seq_19231,0.118,0.412,0.235,0.0,0.235,0.118,0.294,0.176,0.294
Seq_19232,0.118,0.471,0.176,0.0,0.176,0.118,0.294,0.176,0.353
Seq_19233,0.118,0.412,0.235,0.0,0.176,0.118,0.353,0.176,0.353
Seq_19234,0.118,0.353,0.294,0.0,0.118,0.118,0.412,0.176,0.412
Seq_19235,0.176,0.353,0.235,0.0,0.118,0.176,0.353,0.235,0.412
Seq_19236,0.176,0.353,0.235,0.0,0.118,0.176,0.353,0.235,0.412
Seq_19237,0.176,0.353,0.235,0.0,0.118,0.176,0.353,0.235,0.412
Seq_19238,0.176,0.353,0.294,0.0,0.118,0.176,0.412,0.235,0.412
Seq_19239,0.176,0.353,0.294,0.0,0.118,0.176,0.412,0.235,0.412
Seq_19240,0.235,0.294,0.294,0.0,0.059,0.235,0.412,0.294,0.412
Seq_19241,0.235,0.235,0.353,0.0,0.118,0.235,0.471,0.294,0.412
Seq_19242,0.235,0.294,0.353,0.0,0.118,0.235,0.471,0.294,0.353
Seq_19243,0.235,0.235,0.353,0.0,0.118,0.235,0.412,0.353,0.353
Seq_19244,0.235,0.235,0.412,0.0,0.118,0.235,0.471,0.294,0.294
Seq_19245,0.176,0.294,0.412,0.0,0.118,0.176,0.529,0.235,0.353
Seq_19246,0.176,0.294,0.412,0.0,0.118,0.176,0.529,0.235,0.353
Seq_19247,0.176,0.235,0.471,0.0,0.118,0.176,0.588,0.235,0.412
Seq_19248,0.176,0.176,0.529,0.0,0.059,0.176,0.588,0.235,0.471
Seq_19249,0.176,0.118,0.529,0.0,0.059,0.176,0.529,0.235,0.471
Seq_19250,0.176,0.118,0.529,0.0,0.059,0.176,0.529,0.235,0.529
Seq_19251,0.176,0.118,0.471,0.0,0.059,0.176,0.471,0.235,0.529
Seq_19252,0.118,0.176,0.471,0.0,0.059,0.118,0.471,0.176,0.529
Seq_19253,0.059,0.235,0.471,0.0,0.059,0.059,0.471,0.118,0.588
Seq_19254,0.059,0.235,0.471,0.0,0.059,0.059,0.471,0.118,0.588
Seq_19255,0.059,0.294,0.412,0.0,0.118,0.059,0.412,0.118,0.529
Seq_19256,0.118,0.294,0.412,0.0,0.118,0.118,0.412,0.176,0.529
Seq_19257,0.059,0.294,0.471,0.0,0.176,0.059,0.471,0.118,0.529
Seq_19258,0.118,0.294,0.412,0.0,0.118,0.118,0.412,0.176,0.529
Seq_19259,0.118,0.235,0.471,0.0,0.118,0.118,0.412,0.176,0.588
Seq_19260,0.118,0.235,0.529,0.0,0.118,0.118,0.471,0.118,0.588
Seq_19261,0.118,0.235,0.471,0.0,0.118,0.118,0.412,0.118,0.647
Seq_19262,0.118,0.176,0.529,0.0,0.118,0.118,0.412,0.118,0.588
Seq_19263,0.118,0.235,0.471,0.0,0.118,0.118,0.353,0.118,0.529
Seq_19264,0.118,0.235,0.412,0.0,0.118,0.118,0.294,0.176,0.529
Seq_19265,0.118,0.235,0.412,0.0,0.118,0.118,0.353,0.176,0.471
Seq_19266,0.118,0.235,0.471,0.0,0.118,0.118,0.412,0.176,0.412
Seq_19267,0.118,0.294,0.412,0.0,0.118,0.118,0.353,0.176,0.412
Seq_19268,0.118,0.294,0.471,0.0,0.176,0.118,0.412,0.176,0.353
Seq_19269,0.118,0.235,0.471,0.0,0.176,0.118,0.412,0.176,0.353
Seq_19270,0.176,0.176,0.471,0.0,0.176,0.176,0.412,0.235,0.294
Seq_19271,0.176,0.176,0.412,0.0,0.176,0.176,0.353,0.235,0.353
Seq_19272,0.176,0.176,0.412,0.0,0.176,0.176,0.353,0.235,0.353
Seq_19273,0.118,0.176,0.471,0.059,0.176,0.118,0.412,0.235,0.412
Seq_19274,0.118,0.176,0.412,0.059,0.118,0.118,0.353,0.294,0.471
Seq_19275,0.059,0.176,0.471,0.059,0.118,0.059,0.412,0.235,0.529
Seq_19276,0.118,0.176,0.412,0.059,0.118,0.118,0.412,0.294,0.471
Seq_19277,0.118,0.176,0.412,0.059,0.118,0.118,0.412,0.294,0.471
Seq_19278,0.118,0.176,0.471,0.059,0.118,0.118,0.471,0.294,0.412
Seq_19279,0.118,0.176,0.471,0.059,0.118,0.118,0.471,0.294,0.412
Seq_19280,0.118,0.118,0.529,0.059,0.118,0.118,0.529,0.294,0.412
Seq_19281,0.118,0.118,0.529,0.059,0.118,0.118,0.529,0.235,0.353
Seq_19282,0.118,0.176,0.471,0.059,0.118,0.118,0.471,0.235,0.353
Seq_19283,0.118,0.176,0.412,0.059,0.118,0.118,0.412,0.294,0.412
Seq_19284,0.118,0.176,0.412,0.059,0.176,0.118,0.412,0.294,0.353
Seq_19285,0.176,0.176,0.353,0.059,0.118,0.176,0.353,0.353,0.353
Seq_19286,0.176,0.235,0.353,0.059,0.118,0.176,0.353,0.353,0.412
Seq_19287,0.118,0.294,0.353,0.059,0.118,0.118,0.412,0.294,0.471
Seq_19288,0.176,0.294,0.353,0.059,0.118,0.176,0.412,0.353,0.412
Seq_19289,0.235,0.235,0.353,0.059,0.059,0.235,0.412,0.412,0.412
Seq_19290,0.235,0.235,0.353,0.0,0.059,0.235,0.412,0.353,0.353
Seq_19291,0.235,0.235,0.412,0.0,0.059,0.235,0.471,0.294,0.294
Seq_19292,0.235,0.294,0.353,0.0,0.059,0.235,0.412,0.294,0.235
Seq_19293,0.176,0.294,0.412,0.0,0.059,0.176,0.471,0.235,0.294
Seq_19294,0.176,0.294,0.412,0.0,0.059,0.176,0.471,0.235,0.294
Seq_19295,0.176,0.294,0.353,0.0,0.059,0.176,0.412,0.294,0.353
Seq_19296,0.176,0.294,0.294,0.0,0.059,0.176,0.353,0.294,0.353
Seq_19297,0.176,0.294,0.294,0.0,0.059,0.176,0.353,0.294,0.412
Seq_19298,0.176,0.294,0.353,0.0,0.059,0.176,0.412,0.294,0.412
Seq_19299,0.176,0.235,0.353,0.0,0.059,0.176,0.412,0.294,0.412
Seq_19300,0.235,0.235,0.353,0.0,0.059,0.235,0.412,0.294,0.353
Seq_19301,0.235,0.176,0.353,0.0,0.0,0.235,0.412,0.353,0.412
Seq_19302,0.176,0.176,0.412,0.0,0.0,0.176,0.471,0.294,0.471
Seq_19303,0.176,0.118,0.412,0.0,0.0,0.176,0.471,0.353,0.471
Seq_19304,0.235,0.059,0.412,0.0,0.0,0.235,0.412,0.412,0.412
Seq_19305,0.235,0.059,0.412,0.0,0.0,0.235,0.412,0.412,0.412
Seq_19306,0.176,0.059,0.471,0.059,0.0,0.176,0.471,0.412,0.471
Seq_19307,0.235,0.059,0.412,0.059,0.0,0.235,0.412,0.471,0.471
Seq_19308,0.294,0.059,0.353,0.059,0.0,0.294,0.353,0.529,0.471
Seq_19309,0.294,0.0,0.412,0.059,0.0,0.294,0.412,0.529,0.471
Seq_19310,0.294,0.0,0.412,0.059,0.059,0.294,0.412,0.529,0.412
Seq_19311,0.294,0.059,0.353,0.059,0.059,0.294,0.412,0.529,0.412
Seq_19312,0.294,0.059,0.353,0.059,0.059,0.294,0.412,0.471,0.353
Seq_19313,0.294,0.059,0.353,0.059,0.059,0.294,0.412,0.529,0.412
Seq_19314,0.294,0.059,0.353,0.118,0.059,0.294,0.412,0.588,0.412
Seq_19315,0.294,0.059,0.294,0.118,0.059,0.294,0.353,0.588,0.412
Seq_19316,0.294,0.059,0.353,0.118,0.059,0.294,0.353,0.588,0.471
Seq_19317,0.294,0.059,0.353,0.118,0.059,0.294,0.353,0.588,0.471
Seq_19318,0.294,0.059,0.412,0.176,0.059,0.294,0.412,0.588,0.471
Seq_19319,0.294,0.059,0.412,0.176,0.059,0.294,0.412,0.588,0.412
Seq_19320,0.294,0.059,0.471,0.176,0.059,0.294,0.471,0.529,0.353
Seq_19321,0.235,0.118,0.471,0.176,0.118,0.235,0.471,0.471,0.353
Seq_19322,0.176,0.176,0.471,0.176,0.176,0.176,0.471,0.412,0.353
Seq_19323,0.176,0.176,0.412,0.118,0.176,0.176,0.412,0.353,0.294
Seq_19324,0.118,0.176,0.471,0.118,0.176,0.118,0.471,0.294,0.353
Seq_19325,0.059,0.176,0.529,0.118,0.176,0.059,0.529,0.235,0.353
Seq_19326,0.059,0.176,0.471,0.118,0.176,0.059,0.471,0.294,0.412
Seq_19327,0.059,0.176,0.412,0.118,0.118,0.059,0.412,0.294,0.412
Seq_19328,0.059,0.118,0.471,0.118,0.118,0.059,0.412,0.294,0.412
Seq_19329,0.059,0.118,0.471,0.118,0.118,0.059,0.412,0.294,0.471
Seq_19330,0.059,0.118,0.471,0.118,0.118,0.059,0.412,0.235,0.412
Seq_19331,0.059,0.118,0.471,0.059,0.118,0.059,0.412,0.176,0.412
Seq_19332,0.059,0.176,0.471,0.059,0.118,0.059,0.412,0.176,0.412
Seq_19333,0.059,0.176,0.471,0.059,0.176,0.059,0.471,0.176,0.353
Seq_19334,0.0,0.176,0.529,0.059,0.176,0.0,0.529,0.118,0.412
Seq_19335,0.0,0.176,0.529,0.0,0.176,0.0,0.529,0.059,0.412
Seq_19336,0.0,0.176,0.529,0.0,0.176,0.0,0.471,0.059,0.471
Seq_19337,0.059,0.176,0.471,0.0,0.176,0.059,0.412,0.118,0.471
Seq_19338,0.059,0.118,0.529,0.0,0.118,0.059,0.471,0.118,0.471
Seq_19339,0.118,0.059,0.529,0.0,0.059,0.118,0.471,0.176,0.471
Seq_19340,0.118,0.059,0.529,0.0,0.059,0.118,0.471,0.176,0.471
Seq_19341,0.118,0.059,0.529,0.0,0.059,0.118,0.471,0.176,0.471
Seq_19342,0.118,0.059,0.529,0.0,0.059,0.118,0.471,0.176,0.529
Seq_19343,0.118,0.059,0.529,0.0,0.059,0.118,0.471,0.118,0.471
Seq_19344,0.176,0.059,0.529,0.0,0.059,0.176,0.471,0.176,0.471
Seq_19345,0.176,0.059,0.529,0.0,0.059,0.176,0.412,0.176,0.471
Seq_19346,0.176,0.059,0.529,0.0,0.059,0.176,0.412,0.176,0.412
Seq_19347,0.235,0.059,0.529,0.0,0.059,0.235,0.412,0.235,0.412
Seq_19348,0.294,0.059,0.471,0.0,0.059,0.294,0.353,0.294,0.353
Seq_19349,0.294,0.059,0.471,0.0,0.118,0.294,0.353,0.294,0.353
Seq_19350,0.353,0.059,0.412,0.0,0.059,0.353,0.294,0.353,0.353
Seq_19351,0.353,0.059,0.353,0.0,0.059,0.353,0.235,0.353,0.353
Seq_19352,0.353,0.059,0.353,0.0,0.118,0.353,0.235,0.353,0.294
Seq_19353,0.353,0.059,0.353,0.0,0.118,0.353,0.294,0.353,0.294
Seq_19354,0.294,0.059,0.412,0.0,0.118,0.294,0.353,0.294,0.353
Seq_19355,0.294,0.059,0.412,0.0,0.118,0.294,0.353,0.294,0.353
Seq_19356,0.235,0.118,0.412,0.0,0.176,0.235,0.353,0.235,0.353
Seq_19357,0.294,0.118,0.412,0.0,0.176,0.294,0.353,0.294,0.353
Seq_19358,0.294,0.176,0.353,0.0,0.176,0.294,0.353,0.294,0.353
Seq_19359,0.294,0.176,0.294,0.0,0.176,0.294,0.294,0.353,0.353
Seq_19360,0.294,0.176,0.353,0.0,0.176,0.294,0.353,0.353,0.412
Seq_19361,0.235,0.235,0.353,0.0,0.176,0.235,0.353,0.294,0.412
Seq_19362,0.235,0.294,0.294,0.0,0.176,0.235,0.353,0.294,0.412
Seq_19363,0.294,0.294,0.294,0.0,0.176,0.294,0.353,0.353,0.412
Seq_19364,0.235,0.294,0.353,0.0,0.176,0.235,0.412,0.294,0.471
Seq_19365,0.176,0.294,0.412,0.0,0.176,0.176,0.471,0.235,0.471
Seq_19366,0.176,0.235,0.412,0.0,0.118,0.176,0.471,0.235,0.471
Seq_19367,0.118,0.235,0.412,0.0,0.118,0.118,0.471,0.176,0.471
Seq_19368,0.118,0.235,0.471,0.0,0.118,0.118,0.529,0.176,0.412
Seq_19369,0.118,0.235,0.471,0.0,0.059,0.118,0.529,0.176,0.412
Seq_19370,0.118,0.235,0.471,0.0,0.059,0.118,0.529,0.176,0.353
Seq_19371,0.176,0.235,0.412,0.0,0.059,0.176,0.471,0.235,0.294
Seq_19372,0.176,0.235,0.412,0.0,0.059,0.176,0.471,0.235,0.353
Seq_19373,0.176,0.176,0.412,0.0,0.0,0.176,0.471,0.294,0.412
Seq_19374,0.118,0.176,0.471,0.0,0.0,0.118,0.529,0.235,0.412
Seq_19375,0.118,0.118,0.529,0.059,0.0,0.118,0.529,0.294,0.412
Seq_19376,0.118,0.176,0.529,0.059,0.059,0.118,0.529,0.235,0.353
Seq_19377,0.118,0.235,0.471,0.059,0.059,0.118,0.471,0.235,0.294
Seq_19378,0.118,0.176,0.529,0.059,0.059,0.118,0.529,0.235,0.294
Seq_19379,0.118,0.118,0.588,0.059,0.059,0.118,0.588,0.235,0.294
Seq_19380,0.059,0.118,0.647,0.059,0.059,0.059,0.588,0.176,0.353
Seq_19381,0.059,0.118,0.647,0.059,0.059,0.059,0.529,0.176,0.353
Seq_19382,0.059,0.118,0.647,0.059,0.059,0.059,0.529,0.176,0.353
Seq_19383,0.118,0.118,0.647,0.059,0.059,0.118,0.529,0.235,0.353
Seq_19384,0.118,0.118,0.706,0.059,0.118,0.118,0.588,0.235,0.353
Seq_19385,0.118,0.176,0.647,0.059,0.176,0.118,0.529,0.235,0.353
Seq_19386,0.118,0.176,0.588,0.059,0.176,0.118,0.471,0.235,0.412
Seq_19387,0.176,0.176,0.529,0.059,0.176,0.176,0.412,0.294,0.412
Seq_19388,0.176,0.176,0.529,0.059,0.176,0.176,0.412,0.294,0.412
Seq_19389,0.176,0.176,0.471,0.059,0.176,0.176,0.353,0.294,0.353
Seq_19390,0.176,0.176,0.529,0.059,0.176,0.176,0.412,0.235,0.294
Seq_19391,0.235,0.176,0.471,0.059,0.176,0.235,0.353,0.294,0.294
Seq_19392,0.235,0.176,0.412,0.0,0.176,0.235,0.294,0.235,0.294
Seq_19393,0.235,0.118,0.471,0.0,0.118,0.235,0.353,0.235,0.294
Seq_19394,0.235,0.059,0.529,0.0,0.118,0.235,0.412,0.235,0.294
Seq_19395,0.235,0.059,0.529,0.0,0.118,0.235,0.412,0.235,0.353
Seq_19396,0.235,0.118,0.471,0.0,0.176,0.235,0.353,0.235,0.294
Seq_19397,0.235,0.118,0.471,0.0,0.176,0.235,0.412,0.235,0.235
Seq_19398,0.294,0.118,0.412,0.0,0.176,0.294,0.412,0.294,0.176
Seq_19399,0.294,0.118,0.412,0.0,0.176,0.294,0.412,0.294,0.235
Seq_19400,0.235,0.118,0.471,0.0,0.176,0.235,0.471,0.235,0.235
Seq_19401,0.235,0.118,0.471,0.0,0.118,0.235,0.471,0.235,0.294
Seq_19402,0.235,0.059,0.471,0.0,0.059,0.235,0.471,0.294,0.353
Seq_19403,0.235,0.059,0.529,0.059,0.059,0.235,0.529,0.353,0.353
Seq_19404,0.176,0.059,0.529,0.059,0.059,0.176,0.529,0.294,0.412
Seq_19405,0.118,0.059,0.529,0.059,0.059,0.118,0.529,0.235,0.471
Seq_19406,0.118,0.059,0.529,0.059,0.059,0.118,0.529,0.235,0.529
Seq_19407,0.118,0.059,0.529,0.059,0.059,0.118,0.529,0.235,0.529
Seq_19408,0.059,0.118,0.529,0.059,0.059,0.059,0.529,0.176,0.588
Seq_19409,0.059,0.118,0.588,0.059,0.059,0.059,0.588,0.176,0.529
Seq_19410,0.059,0.118,0.588,0.059,0.059,0.059,0.588,0.176,0.529
Seq_19411,0.118,0.118,0.529,0.059,0.059,0.118,0.529,0.235,0.529
